participant_id,sample_id,emotion_sentence,all_timestamps,all_valence_values,all_arousal_values,emotion_sentence_clean,familiarity_rating,film,composer,song_name,year,soundtrack,director,genre,ISRC
_iwnx3dty6,/audioFolder8//film-score-emotion-survey/audioFolder8/thats_life_frank_sinatra_joker_sample_2,"I love this song. It's big and dramatic but mopey and bluesy. The first marker is quite sad and dramatic. The second marker is smooth, cool and feels encouraging and resilient. The third marker is confident and bright. The forth marker is calmer and the most hopeful.","[4.22022675736961, 10.2194718820985, 13.7851195729424, 1.67233443190333]","[-0.263, 0.187, 0.907, -0.678]","[0.719, 0.889, 0.804, 0.909]",love song big dramatic mopey bluesy marker quite sad dramatic second marker smooth cool feels encouraging resilient marker confident bright forth marker calmer hopeful,definitely-familiar,A Hidden Life,James Newton Howard,Hope,2019,0,Terrence Malick,Crime Drama Thriller,USRH10723036
_iwnx3dty6,/audioFolder9//film-score-emotion-survey/audioFolder9/trapped_air__aaron_cupples_island_of_the_hungry_ghosts_sample_2,"I felt surprised and on edge at the first marker. Then quite creeped out at the second marker. I didn't really feel much when listening to this one, I was a bit perplexed.","[3.33163121504387, 12.7914915433806]","[0.002, -0.368]","[0.169, -0.366]",felt surprised edge marker quite creeped second marker didnt really feel listening bit perplexed,never-heard-this,Island of the Hungry Ghosts,Aaron Cupples,Trapped Air,2018,0,Gabrielle Brady,Documentary,QMB622011005
_iwnx3dty6,a_story_about_letters_alfonso_g_aguilar_klaus_sample_1,"At first the music was whimsical and festive (reminded me of a Christmas movie with fantasy/magical elements). The first marker made me feel excitement and intrigue. The second marker was more intense and spooky feeling. The third marker was quite scary, but also sad/haunting.","[3.84478786963552, 7.18975847629756, 12.2593451891906]","[0.242, -0.188, -0.468]","[0.359, 0.359, 0.179]",music whimsical festive reminded christmas movie fantasymagical elements marker feel excitement intrigue second marker intense spooky feeling marker quite scary sadhaunting,familiar-feeling-not-familiar,Klaus,Alfonso G. Aguilar,A Story About Letters,2019,0,"Sergio Pablos, Carlos Martínez López",Animation Adventure Comedy,QZ8BZ1900699
_iyiy9r19k,another_round__druk__schubert_fantasie_in_f_moll_d940_fantasy_in_f_minor_sample_2,the graph thing is too complicated for me,"[1.97866666666667, 5.65866666666667, 7.76]","[-0.4, 0.0, 0.4]","[0.0, 0.0, 0.0]",graph thing complicated,familiar-feeling-not-familiar,Another Round,Franz Schubert,"Fantasie in f Moll, D 940",2020,0/1,Thomas Vinterberg,"Comedy, Drama",QZHN62098907
_j1fs1s29c,/audioFolder2//film-score-emotion-survey/audioFolder2/death_shall_have_no_dominion_cliffmartinez_solaris_sample_2,"This piece of music feels like it should be calming, but still leads to a feeling of uneasiness. The piece itself is serene, light, almost like new beginnings, but yet there is an undertone which is slightly nerve-inducing, and agitating - especially towards the third marker","[1.07392290249433, 6.82666666666667, 12.856325211463]","[0.599, 0.499, -0.326]","[-0.414, 0.846, 0.276]",piece music feels like calming leads feeling uneasiness piece serene light like new beginnings undertone slightly nerveinducing agitating especially marker,familiar-feeling-not-familiar,Solaris,Cliff Martinez,Death Shall Have No Dominion,2002,0,Steven Soderbergh,Drama Mystery Romance,USFM90900087
_j1fs1s29c,allquietonthewesternfront_remainsvolkerbertelmann_sample_2,"The excerpt felt like it had a high intensity, but more within the ideas of being agitated or awaiting a new moment. For example where the second marker is, it feels like a moment of high stress and then fades out into bubbling anticipation, leaving a curious feeling of what the music is building to again.","[1.24807256235828, 2.97733700788512, 8.03990929705216, 14.4486167800454]","[-0.243, -0.358, 0.302, 0.247]","[0.606, 0.881, 0.831, 0.456]",excerpt felt like high intensity ideas agitated awaiting new moment example second marker feels like moment high stress fades bubbling anticipation leaving curious feeling music building,familiar-feeling-not-familiar,The Power of the Dog,Jonny Greenwood,West,2021,0,Jane Campion,Action Drama War,GBUM72106709
_kkir0atz9,/audioFolder10//film-score-emotion-survey/audioFolder10/themeofmsokudera_radwimps_your_name_sample_2,"Calming. The first marker felt like a bit more story like. The second marker hits a bad chord so I didn't like that. This is the final clue that all these excerpts were generated by an AI program. In fact, there's probably a slider where you slide around 'energy' and 'positivity' and this study is to see how ""accurate"" the model is.

That is not how film music works, because it needs to tie into the both the visuals and the story. Feeling isn't a score.That said, this approach with AI might be profitable as an app to generate background music for people who don't know anything about music or film. Energetic and positive cat videos, or maybe slow and sad 'This is how it feels to lose your boyfriend' instagram posts.

Interesting and worthy of a study and experiment, but allow me to paraphrase David Lynch talking about watching films on a phone, to explain what I think the result is:

If you're scoring music with AI, you will never in a trillion years merge the music into the film. You'll think you have done it, but you'll be cheated. It's such a sadness, that you think you've scored a film, with f**king AI. Get real.","[3.62123015873016, 8.10354875283447]","[0.0, 0.485]","[0.0, -0.744]",calming marker felt like bit story like second marker hits bad chord didnt like final clue excerpts generated ai program fact theres probably slider slide energy positivity study accurate model film music works needs tie visuals story feeling isnt scorethat said approach ai profitable app generate background music people dont know music film energetic positive cat videos maybe slow sad feels lose boyfriend instagram posts interesting worthy study experiment allow paraphrase david lynch talking watching films phone explain think result youre scoring music ai trillion years merge music film youll think youll cheated sadness think youve scored film fking ai real,never-heard-this,Your Name.,Radwimps,Theme of Ms. Okudera,2016,0,Makoto Shinkai,Animation Drama Fantasy,JPPO01618957
_kkir0atz9,/audioFolder2//film-score-emotion-survey/audioFolder2/calling_the_whipper_in_jonny_greenwood_spencer_sample_2,"Very chaotic like the previous one. Kind of like someone mixed together a drum solo, horror movie soundtrack, and those war trumpets. When the horror movie strings came in, it got a bit scarier, but then settled down more to a drum solo. Right at the end the drums go away and it's just the horn. That was a bit of a relief. I don't like it and it was kind of repelling, like if this was in a film I would say ""okay that's a bit much"" and it would take me out of it.","[4.25943310657596, 14.4436621315193]","[0.0, -0.555]","[0.0, 0.911]",chaotic like previous kind like mixed drum solo horror movie soundtrack war trumpets horror movie strings came got bit scarier settled drum solo right end drums away just horn bit relief dont like kind repelling like film say okay thats bit,never-heard-this,Spencer,Jonny Greenwood,Calling The Whipper In,2021,0,Pablo Larraín,Biography Drama,GBUM72106709
_kkir0atz9,/audioFolder3//film-score-emotion-survey/audioFolder3/gregoire_hetzel__chere_petite_chantal__un_amour_impossible_sample_2,"It's a bit sad at the start. The flute makes it sad. The pizzicato strings kind of drove it in a strange/annoying way that didn't mesh with the flute. Then it got more energetic, like it is a turning point. The flute mood changed from sort of making me feel sad to more like something was going to happen with that sadness.",[10.7243424036281],[-0.255],[0.176],bit sad start flute makes sad pizzicato strings kind drove strangeannoying way didnt mesh flute got energetic like turning point flute mood changed sort making feel sad like going happen sadness,never-heard-this,An Impossible Love,Grégoire-Hetzel,Chère Petite Chantal,2018,0,Catherine Corsini,Drama Sci-Fi Romance,FR8E71804560
_kkir0atz9,/audioFolder4//film-score-emotion-survey/audioFolder4/hope_jamesnewtonhoward_a_hidden_life_sample_2,"It felt a bit stoic and sad. Made me think of cherry blossoms falling in a small village at dusk where some girl is longing for a lover that went away to battle. Very much setting a stage. When the mood changes at the marker, it got a little bit suspenseful, like some new was going to be introduced. I liked it.",[10.0303401360544],[-0.375],[-0.744],felt bit stoic sad think cherry blossoms falling small village dusk girl longing lover went away battle setting stage mood changes marker got little bit suspenseful like new going introduced liked,familiar-feeling-not-familiar,A Hidden Life,James Newton Howard,Hope,2019,0,Terrence Malick,Biography Drama Romance,USFM91900744
_kkir0atz9,/audioFolder5//film-score-emotion-survey/audioFolder5/love_scooter_thomas_newman_elemental_sample_2,"A bit tense. Sounds like a spy movie where some sort of plotting is in progress or being executed. The first marker made me feel curious, like maybe there was unexpected thing in the plot or plan. At the second marker, after the rise, it just fades out which frankly made me bored and annoyed because it started of cool then it just dies.","[6.23777210884354, 10.2345918367347]","[0.0, 0.18]","[0.0, 0.481]",bit tense sounds like spy movie sort plotting progress executed marker feel curious like maybe unexpected thing plot plan second marker rise just fades frankly bored annoyed started cool just dies,familiar-feeling-not-familiar,Elemental,Thomas Newman,Love Scooter,2023,0,Peter Sohn,Animation Adventure Comedy,USWD12327224
_kkir0atz9,/audioFolder6//film-score-emotion-survey/audioFolder6/opening__gustavo_santaolalla_brokeback_mountain_sample_1,"Felt relaxed and positive. The second marker was sort of like stars in the sky, like you're relaxed and taking it in. Then the strings get a little tense so it felt like it was slowly foreshadowing some problem with this feeling -- can't be _too_ relaxed.","[6.78507369614512, 10.2182766439909]","[0.0, 0.18]","[0.0, -0.729]",felt relaxed positive second marker sort like stars sky like youre relaxed taking strings little tense felt like slowly foreshadowing problem feeling relaxed,never-heard-this,Brokeback Mountain,Gustavo Santaolalla,Opening,2006,0,Ang Lee,Horror Mystery Thriller,USUG10500518
_kkir0atz9,/audioFolder7//film-score-emotion-survey/audioFolder7/singapore_hans_zimmer_pirates_of_the_caribbean__at_worlds_end_sample_1,"Felt strength. Like something strong is there. The mood shifts at the first marker to add a feeling of space and I think this keeps the strength in control, like it is there but passive strength. At the second marker we add a bit more strength -- like expanding in the ways in which it is strong, but still more or less the same mood.","[6.42902494331065, 9.53411564625851]","[0.0, 0.18]","[0.0, -0.904]",felt strength like strong mood shifts marker add feeling space think keeps strength control like passive strength second marker add bit strength like expanding ways strong mood,familiar-feeling-not-familiar,Pirates of the Caribbean: At World's End,Hans Zimmer,Singapore,2007,0,Gore Verbinski,Action Adventure Fantasy,USWD10731836
_kkir0atz9,/audioFolder8//film-score-emotion-survey/audioFolder8/the_do__despair_hangover__ecstasy__raw_sample_1,Felt upbeat but at the second marker it became a bit forlorn. At the second marker the forlorn-ness sets in.,"[8.85981859410431, 2.15636054421769]","[0.0, -0.375]","[0.0, 0.541]",felt upbeat second marker bit forlorn second marker forlornness sets,familiar-feeling-not-familiar,Raw,"The Dø,  Olivia Merilahti, Dan Levy","Despair, Hangover & Ecstasy",2016,1,Julia Ducournau,Drama Horror,FR2MH1400015
_kkir0atz9,/audioFolder9//film-score-emotion-survey/audioFolder9/walle_definedancing_thomas_newman_sample_2,"Well, it starts off with an ending so it's just a satisfying ending. The harp notes at the first marker feel like they're just closing the chapter, but then get a little too excited and hit octaves, and I felt 'give me a break for a minute... it just ended'. Like, I know it ended and the harp starts insisting that it ended which I didn't like as I was relaxing into the previous ending. Then it transitions at the second marker into montage territory (with an odd synth riser). This felt kind of like a scene change and now we're about to happily go off riding bikes.","[2.95030045351474, 6.76472789115646]","[0.0, 0.45]","[0.0, 0.541]",starts ending just satisfying ending harp notes marker feel like theyre just closing chapter little excited hit octaves felt break minute just ended like know ended harp starts insisting ended didnt like relaxing previous ending transitions second marker montage territory odd synth riser felt kind like scene change happily riding bikes,never-heard-this,WallE,Thomas Newman,Wall-E,2008,0,Andrew Stanton,Animation Adventure Family,USWD12327211
_kkir0atz9,arrival_heptapod_b_johannjohannsson_sample_1,"It felt a bit chaotic, like lots of things were going on. The shift in mood was subtle and was more like taking a breath. The horn swells helped this sort of wave. It felt sort of like a continuous pressure, like swimming at a steady pace and taking a breath.",[5.69947845804989],[0.365],[0.916],felt bit chaotic like lots things going shift mood subtle like taking breath horn swells helped sort wave felt sort like continuous pressure like swimming steady pace taking breath,never-heard-this,Arrival,Jóhann Jóhannsson,Heptapod B,2016,0,Denis Villeneuve,Drama Mystery Sci-Fi,DEN961630802
_krp251jqe,/audioFolder2//film-score-emotion-survey/audioFolder2/bundle_of_joy__michael_giancchio_inside_out_sample_2,"Started with mid energy postive, switching to apprehensive intensity, and then mellowing out to a lower energy with less postivity. ","[3.75435559312481, 9.32410932657088, 13.0060839673147, 7.77989743589743]","[-0.318, 0.113, 0.627, 0.073]","[0.527, 0.597, 0.347, 0.257]",started mid energy postive switching apprehensive intensity mellowing lower energy postivity,familiar-feeling-not-familiar,Inside Out,Michael Giacchino,Bundle of Joy,2015,0,"Pete Docter, Ronnie Del Carmen",Animation Adventure Comedy,USWD11570561
_krp251jqe,alan_silvestri__infinity_war_from_avengers_sample_1,"Started with optimistic adventure, then a sense of impending reward / challenge followed by a negative drop in mood to fear","[5.1687371090448, 7.13869822485207, 13.0858833474218]","[0.0, -0.552, 0.357]","[0.0, 0.547, 0.767]",started optimistic adventure sense impending reward challenge followed negative drop mood fear,not-sure,Decision To Leave,Jung Hoon Hee and Song Chang-sik,Mist,2022,1,Park Chan-wook,Drama Music,USHR11838545
_l13lrys4u,/audioFolder2//film-score-emotion-survey/audioFolder2/buckskin_stallion_blues__townes_van_zandt__three_billboards_outside_ebbing_missouri_sample_2,"It starts quite peaceful, at the second marker its more positive. Third marker it feels like a bit more energy but the same level of positivity as before.","[0.61331456673457, 2.95547838394017, 7.84237153767726]","[0.72, 0.92, 0.74]","[-0.547, -0.187, 0.008]",starts quite peaceful second marker positive marker feels like bit energy level positivity,never-heard-this,"Three Billboards Outside Ebbing, Missouri",Townes Van Zandt,Buckskin Stallion Blues,2017,1,Martin McDonagh,Comedy Crime Drama,GB6LT1700515
_l13lrys4u,/audioFolder4//film-score-emotion-survey/audioFolder4/joi_hans_zimmer_benjamin_wallfisch_blade_runner_2049_sample_2,"Starts off dull and intense, then theres a burst of energy in the middle. At the end feels calmer and more thoughtful. ","[7.77868480725624, 13.391619603607, 1.50335920981191]","[-0.45, -0.19, -0.55]","[0.908, 0.528, 0.178]",starts dull intense theres burst energy middle end feels calmer thoughtful,never-heard-this,Blade Runner 2049,"Benjamin Wallfisch, Hans Zimmer",Blade Runner,2017,0,Denis Villeneuve,Action Drama Mystery,QMCXZ1700081
_l13lrys4u,/audioFolder5//film-score-emotion-survey/audioFolder5/la_jeune_fille_en_feu_portrait_of_a_lady_on_fire_para_one_arthur_simonini_sample_2,It starts off feeling excited and the mood intensified where I put the marker. Everything was then much more intense and almost wonderous.,[11.1600907029478],[0.74],[0.907],starts feeling excited mood intensified marker intense wonderous,never-heard-this,Portrait of a Lady on Fire,"Jean-Baptiste de Laubier, Para One, Arthur Simonini",La Jeune Fille en Feu,2019,0,Céline Sciamma,Drama Music,TCAEK1989483
_l13lrys4u,/audioFolder6//film-score-emotion-survey/audioFolder6/one_without_aftersun__oliver_coates_sample_1,"At first it feels really sad, at the second marker it feels sad but slightly more intense. At the third marker it almost feels less sad and more thoughtful with noticeably less energy.","[2.17977324263038, 7.22253435829905, 14.0480725623583]","[-0.95, -0.95, -0.555]","[-0.297, -0.177, -0.542]",feels really sad second marker feels sad slightly intense marker feels sad thoughtful noticeably energy,never-heard-this,Aftersun,Oliver Coates,One Without,2022,0,Charlotte Wells,Drama,USLS52235802
_l13lrys4u,/audioFolder7//film-score-emotion-survey/audioFolder7/souleimans_theme_fatima_al_qadiri_atlantics_sample_2,It starts off hopeful but a bit ominous. In between you get these silences. The 4th marker gives the same feeling as the second but more energy.,"[0.879183139924841, 1.37040549869656, 3.58596921562615, 4.039210095744, 6.22185678874934]","[0.0, 0.18, -0.02, 0.175, 0.01]","[0.0, 0.712, 0.012, 0.542, 0.002]",starts hopeful bit ominous silences th marker gives feeling second energy,never-heard-this,Atlantics,Fatima Al Qadiri,Souleiman's Theme,2019,0,Mati Diop,Animation Adventure Comedy,FRZ811908001
_l13lrys4u,/audioFolder8//film-score-emotion-survey/audioFolder8/surveillance_video__johann_johannssonprisoners_sample_2,"It starts off very angry feeling, then it intensifies at the second marker and feels even more angry. ","[0.0, 10.6909491531976]","[-0.73, -0.91]","[0.738, 0.928]",starts angry feeling intensifies second marker feels angry,never-heard-this,Sicario,Jóhann Jóhannsson,Surveillance,2015,0,Denis Villeneuve,Crime Drama Mystery,US3M51536910
_l13lrys4u,/audioFolder9//film-score-emotion-survey/audioFolder9/too_old_to_die_youngbrother_dege_django_unchained_sample_1,"Overall, it feels quite emotional, not sure if its happy or sad. The singing makes it a more intense feeling, and this is amplified more at the third marker. Then it goes back to where it was at the beginning. ","[3.04157355946631, 5.0267188816534, 9.38694781293447, 11.8936999040891]","[0.025, 0.03, 0.02, 0.005]","[0.738, 0.563, 0.913, 0.558]",overall feels quite emotional sure happy sad singing makes intense feeling amplified marker goes beginning,never-heard-this,The Power of the Dog,Jonny Greenwood,West,2021,0,Jane Campion,Drama Western,USQS21000103
_l13lrys4u,airlock_steven_price_gravity_sample_1,"It starts off melancholy and tense, this builds with energy. Then a lighter note adds more energy.","[4.08225525640019, 11.7291151708315, 0.0019481270419872]","[-0.375, -0.185, -0.735]","[0.378, 0.908, 0.188]",starts melancholy tense builds energy lighter note adds energy,never-heard-this,Gravity,Steven Price,Airlock,2014,0,Alfonso Cuarón,Drama Sci-Fi Thriller,USNLR1300553
_lar3r139u,/audioFolder2//film-score-emotion-survey/audioFolder2/bundle_of_joy__michael_giancchio_inside_out_sample_1,"When listening to this one I initially was excited as i recognised it immediately, although i couldn't remember what from. As the piece continued i felt relaxed and calm, and as it continued that feeling grew. I felt uplifted and happy throughout the whole thing. ","[0.0029342097651283, 3.91456024383895, 12.1751891776582]","[0.732, 0.732, 0.917]","[0.9, -0.38, -0.755]",listening initially excited recognised immediately remember piece continued felt relaxed calm continued feeling grew felt uplifted happy thing,familiar,Inside Out,Michael Giacchino,Bundle of Joy,2015,0,"Pete Docter, Ronnie Del Carmen",Animation Adventure Comedy,USWD11570561
_lar3r139u,/audioFolder3//film-score-emotion-survey/audioFolder3/elisas_theme_alexandre_desplat_the_shape_of_water_sample_2,"This piece felt very emotive and atmospheric, when i heard the first note i sensed sadness, however as the music grew it felt much more inquisitive and light. I felt it was telling a story of a busy and happy period, followed by quiet reflection. ","[0.0003306586616348, 0.496598189105337, 3.03583151104939, 5.3775417606733695, 6.27627415972463, 9.72775474372324]","[-0.183, 0.362, 0.552, 0.732, 0.727, 0.737]","[0.735, 0.74, 0.895, 0.545, 0.165, -0.195]",piece felt emotive atmospheric heard note sensed sadness music grew felt inquisitive light felt telling story busy happy period followed quiet reflection,familiar,The Shape of Water,Alexandre Desplat,Elisa's Theme,2018,0,Guillermo del Toro,Drama Fantasy Romance,GBUM71705451
_lar3r139u,/audioFolder4//film-score-emotion-survey/audioFolder4/katies_life_good_cop_dog_cop_mark_mothersbaugh_the_mitchells_vs_the_machines_sample_2,"The second marker is where i felt the mood and energy grow, i felt that after that it became more stable and calm with the feeling maintaining my curiosity but becoming more relaxed.  ","[0.0037421599307244, 1.88291217694232, 7.27119679581742, 10.1175015474951]","[0.187, -0.173, -0.178, -0.178]","[0.355, 0.545, 0.345, -0.18]",second marker felt mood energy grow felt stable calm feeling maintaining curiosity relaxed,familiar,Talk To Me,Cornel Wilczek,Mother,2022,0,"Danny Philippou, Michael Philippou",Drama Sci-Fi Romance,US4DG2000262
_lvnhd664l,/audioFolder3//film-score-emotion-survey/audioFolder3/Drum_&_Drone_Whiplash_Justin_Hurwitz_sample_1,Good amount of energy - not quite sure what my emotion was - positive and with energy though,[10.1546666666667],[0.12],[0.28],good energy quite sure emotion positive energy,never-heard-this,Whiplash,Hank Levy ,Whiplash,2014,1,Damien Chazelle,Drama Music,US3M51428613
_mbznndod0,/audioFolder2//film-score-emotion-survey/audioFolder2/Dickon_Hinchliffe_-_Octopus_The_Lost_Daughter_sample_2,"Overall the excerpt made me feel calm and peaceful, there was a sense of serenity with a relaxing rhythm.","[0.0, 2.8294921875, 6.2294921875, 8.7919921875, 11.4169921875, 14.2044921875]","[0.037, 0.107, 0.182, 0.437, 0.342, 0.542]","[-0.402, -0.172, -0.517, -0.192, -0.387, -0.392]",overall excerpt feel calm peaceful sense serenity relaxing rhythm,familiar-feeling-not-familiar,The Lost Daughter,Dickon Hinchliffe,Octopus,2021,0,Maggie Gyllenhaal,Horror Mystery Thriller,QA8BZ2100961
_mbznndod0,/audioFolder3//film-score-emotion-survey/audioFolder3/Femme_Fatale_Michael_Abels_Us_sample_1,"This excerpt made me feel tense and nervous in anticipation of what was to come, the drum beats and regularity built tension.","[0.0147505668934239, 4.36535147392291, 3.4669921875, 4.8544921875, 6.0794921875, 7.2794921875, 8.5044921875, 9.6919921875, 2.1044921875, 10.9044921875, 12.1044921875, 13.2669921875, 14.4794921875]","[0.057, -0.048, 0.112, 0.087, 0.167, -0.193, -0.298, -0.363, -0.293, -0.238, -0.258, -0.198, -0.193]","[0.668, 0.713, 0.588, 0.813, 0.728, 0.478, 0.478, 0.553, 0.653, 0.633, 0.738, 0.593, 0.708]",excerpt feel tense nervous anticipation come drum beats regularity built tension,familiar-feeling-not-familiar,Us,Michael Abels,Femme Fatale,2019,0,Jordan Peele,Horror Mystery Thriller,USQ4E1904547
_mbznndod0,/audioFolder4//film-score-emotion-survey/audioFolder4/Into_the_Wild_Timekeeper_Michael_Brook_sample_2,The overall feeling was cool and calm with some anticipation and wonder.,"[12.0544921875, 0.0119671201814051, 3.0669921875, 6.4419921875]","[0.357, 0.162, 0.367, 0.177]","[-0.087, 0.208, 0.178, -0.137]",overall feeling cool calm anticipation wonder,never-heard-this,Into the Wild,Michael Brook,Timekeeper,2007,0,Sean Penn,Adventure Biography Drama,USLS50797704
_mbznndod0,/audioFolder5//film-score-emotion-survey/audioFolder5/La_Puntura_Della_Morte_Ennio_Morricone__The_Hateful_Eight_sample_1,This piece felt that a tension built and anticipation then relief at the end.,"[7.3169921875, 0.0169921875, 10.3707053394274, 14.8, 12.9169921875]","[-0.083, -0.293, 0.057, 0.0, 0.367]","[0.658, 0.563, 0.813, 0.0, 0.183]",piece felt tension built anticipation relief end,never-heard-this,The Hateful Eight,Ennio Morricone,La Puntura Della Morte,2015,0,Quentin Tarantino,Crime Drama Mystery,GBUM71507246
_mbznndod0,/audioFolder6//film-score-emotion-survey/audioFolder6/Nina_Simone_-_I_Put_A_Spell_On_You_-_Ford_V_Ferrari_sample_2,"This was familiar, and I felt some tension and alertness as well as some sadness.","[14.8, 0.0044921875, 0.0, 7.9169921875, 10.6794921875]","[0.0, 0.102, 0.287, 0.182, -0.158]","[0.0, 0.058, 0.118, -0.122, -0.137]",familiar felt tension alertness sadness,familiar,Ford v Ferrari,Nina Simone/ Screamin' Jay Hawkins,I Put A Spell On You,2019,1,James Mangold,Action Biography Drama,USPR36600001
_mbznndod0,/audioFolder7//film-score-emotion-survey/audioFolder7/River_Alexandre_Desplat_The_Tree_of_Life_sample_1,"This piece felt calm and serene, the strings were the calmness and the piano added a sense of light sadness but still calm.","[3.6935260770974896, 2.5544921875, 6.35719626913264, 9.113477448271, 12.8589763144841]","[0.207, 0.187, -0.188, 0.397, -0.358]","[-0.022, 0.128, -0.172, -0.207, -0.362]",piece felt calm serene strings calmness piano added sense light sadness calm,familiar-feeling-not-familiar,The Tree of Life,Alexandre Desplat,River,2011,0,Terrence Malick,Drama Music,USLS51121704
_mbznndod0,/audioFolder8//film-score-emotion-survey/audioFolder8/Tazarine_Gustavo_Santaolalla_Babel_sample_1,I felt intrigued and there was some tension and anticipation in this piece.,"[0.4294921875, 3.8491010310374, 7.30554660926869, 8.7675930945295, 11.6186928677721]","[-0.083, -0.038, -0.213, 0.117, 0.007]","[-0.007, 0.093, -0.147, 0.093, 0.263]",felt intrigued tension anticipation piece,familiar-feeling-not-familiar,Babel,Gustavo Santaolalla,Tazarine,2007,0,Alejandro G. Iñárritu,Horror Mystery Thriller,USC4R0614164
_mbznndod0,/audioFolder9//film-score-emotion-survey/audioFolder9/Trent-reznor-and-atticus-ross-epiphany__soul_sample_1,"This piece felt calm and peaceful as if near water, it felt reflective.","[1.61143424036281, 4.75819727891156, 8.46132086167801, 11.9919921875]","[0.287, 0.397, 0.507, 0.622]","[-0.292, -0.502, -0.317, -0.352]",piece felt calm peaceful near water felt reflective,familiar-feeling-not-familiar,Soul,"Trent Reznor, Atticus Ross",Epiphany,2020,0,"Pete Docter, Kemp Powers",Animation Adventure Comedy,USWD12097257
_mw14wekne,/audioFolder10//film-score-emotion-survey/audioFolder10/khaledmouzanarzeyn_capernaum_sample_1,Very homogeneous extract. It has a sense of sadness,[0.0],[-0.379],[-0.746],homogeneous extract sense sadness,never-heard-this,Capernaum,Khaled Mouzanar,Capernaum,2018,0,Nadine Labaki,Drama,FR9W11818783
_mw14wekne,/audioFolder2//film-score-emotion-survey/audioFolder2/david_talks_about_his_mother_da_5_bloods_terence_blanchard_sample_2,I felt zen,[2.0627417275462],[0.181],[-0.738],felt zen,familiar-feeling-not-familiar,Talk To Me,Cornel Wilczek,Mother,2022,0,"Danny Philippou, Michael Philippou",Adventure Drama War,QZ8BZ2000187
_mw14wekne,/audioFolder3//film-score-emotion-survey/audioFolder3/final_ascent_hans_zimmer_no_time_to_die_sample_1,I felt a great sense of relieve with this chord,[8.00601633003868],[0.546],[0.549],felt great sense relieve chord,never-heard-this,No Time to Die,Hans Zimmer,Final Ascent,2021,0,Cary Joji Fukunaga,Action Adventure Thriller,GBUM72108080
_mw14wekne,/audioFolder4//film-score-emotion-survey/audioFolder4/in_motion__trentreznor_and_atticusross_the_social_network_sample_1,"I felt positive energy but also some tension, like a sense of urgency / suspense",[0.0515685431886549],[0.006],[0.547],felt positive energy tension like sense urgency suspense,never-heard-this,The Social Network,"Trent Reznor, Atticus Ross",In Motion,2010,0,David Fincher,Horror Mystery Thriller,TCAAR1068149
_mw14wekne,/audioFolder5//film-score-emotion-survey/audioFolder5/la_jeune_fille_en_feu_portrait_of_a_lady_on_fire_para_one_arthur_simonini_sample_1,I felt stressed,[0.0257842715943274],[-0.544],[0.002],felt stressed,familiar-feeling-not-familiar,Portrait of a Lady on Fire,"Jean-Baptiste de Laubier, Para One, Arthur Simonini",La Jeune Fille en Feu,2019,0,Céline Sciamma,Drama Music,TCAEK1989483
_mw14wekne,/audioFolder6//film-score-emotion-survey/audioFolder6/neil_diamond__brother_loves_travelling_salvation_show_once_upon_a_time_in_hollywood_sample_1,"Both markers felt very positive, energizing, motivating, but there is a gradation in intensity","[1.92725623582767, 9.11600992782158]","[0.661, 0.781]","[0.464, 0.624]",markers felt positive energizing motivating gradation intensity,never-heard-this,Under The Skin,Mica Levi,Love,2013,0,Jonathan Glazer,Comedy Drama,USMC16946624
_mw14wekne,/audioFolder7//film-score-emotion-survey/audioFolder7/sgt_pepper_shoelaces_randy_newman_marriage_story_sample_2,I felt melancholic,[0.0],[-0.739],[-0.381],felt melancholic,never-heard-this,Marriage Story,Randy Newman,Sgt. Pepper Shoelaces,2019,0,Noah Baumbach,Drama Romance,QZ8BZ1900444
_mw14wekne,/audioFolder8//film-score-emotion-survey/audioFolder8/star_lightstar_bright__heitor_pereira_puss_in_boots_thelast_wish_sample_1,I felt relaxed and a sense of relieve at the second marker,"[13.2144391920928, 0.0]","[0.711, 0.461]","[-0.378, -0.538]",felt relaxed sense relieve second marker,never-heard-this,Puss in Boots: The Last Wish,Heitor Pereira,Star Light-Star Bright,2022,0,"Joel Crawford, Januel Mercado",Horror Mystery Thriller,USQ4E2203558
_mw14wekne,/audioFolder9//film-score-emotion-survey/audioFolder9/the_worst_person_in_the_worldharry_nilsson__i_said_goodbye_to_me_sample_2,No strong emotions here,[1.66308551783412],[0.181],[0.179],strong emotions,never-heard-this,The Worst Person In The World,Harry Nilsson,I Said Goodbye To Me,2021,1,Joachim Trier,"Comedy, Drama, Romance",
_mw14wekne,blackway__black_caviar__whats_up_danger_spiderman_into_the_spiderverse_sample_2,"I felt calm energy, but some tension like contained anger",[14.8],[-0.184],[0.062],felt calm energy tension like contained anger,familiar-feeling-not-familiar,Spider-Man: Into the Spider-Verse,Daniel Pemberton,Into The Spider-Verse,2018,0,"Bob Persichetti, Peter Ramsey, Rodney Rothman",Animation Action Adventure,USUM71818369
